,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Android Ver
2825,Favorite children's songs,PARENTING,4.7,39,95.0,10000.0,Free,0.0,Everyone,4.0
2827,Baby Panda Learns Shapes,PARENTING,4.0,3789,42.0,1000000.0,Free,0.0,Everyone,8.0
2829,Mozart Baby Sleep,PARENTING,4.7,107,98.0,50000.0,Free,0.0,Teen,4.0
2830,Kids Videos,PARENTING,4.1,559,6.4,100000.0,Free,0.0,Everyone,4.0
2831,My baby firework,PARENTING,3.7,4976,2.8,1000000.0,Free,0.0,Everyone,2.0
2833,Baby Food - Homemade Recipes,PARENTING,4.1,44,3.6,10000.0,Free,0.0,Everyone,4.0
2834,My baby Phone,PARENTING,3.7,9293,2.4,1000000.0,Free,0.0,Everyone,4.0
2835,Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386,3.4,1000000.0,Free,0.0,Everyone,4.0
2836,Arabic Chat - Chat,PARENTING,4.4,162,1.5,10000.0,Free,0.0,Everyone,4.0
2837,BookBaby - Baby Development,PARENTING,4.6,1002,5.0,50000.0,Free,0.0,Everyone,4.0
2838,Kids Craft Ideas,PARENTING,4.1,99,6.6,10000.0,Free,0.0,Everyone,4.0
2843,How do I take care of my child?,PARENTING,4.8,190,6.8,100000.0,Free,0.0,Everyone,4.0
2844,Baby Name Together,PARENTING,4.0,464,24.0,100000.0,Free,0.0,Everyone,5.0
2845,White Noise for Baby,PARENTING,4.9,717,6.6,100000.0,Free,0.0,Everyone,4.0
2847,The first year of a baby's life,PARENTING,4.8,7505,9.1,100000.0,Free,0.0,Everyone,2.0
2848,Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501,11.0,1000000.0,Free,0.0,Everyone,4.0
2849,Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,5.8,5000.0,Free,0.0,Everyone,4.0
2850,"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24.0,500000.0,Free,0.0,Everyone,4.0
2851,"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349,4.4,100000.0,Free,0.0,Everyone,4.0
2852,PPS Online,PARENTING,4.6,37,16.0,10000.0,Free,0.0,Everyone,4.0
2853,Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806,11.0,500000.0,Free,0.0,Everyone,4.0
2854,Latest Emmanuella Comedy Video,PARENTING,4.6,60,4.9,10000.0,Free,0.0,Everyone,4.0
2855,Baby Care & Tracker,PARENTING,4.1,319,11.0,100000.0,Free,0.0,Everyone,4.0
2856,Urban Limo Taxi Simulator,PARENTING,3.8,824,53.0,1000000.0,Free,0.0,Everyone,4.0
2857,Rainbow - Journal & Activities,PARENTING,4.8,6668,20.0,100000.0,Free,0.0,Everyone,4.0
2858,Classical music for baby,PARENTING,4.8,1940,38.0,100000.0,Free,0.0,Everyone,1.0
2860,My Child from eDziecko.pl,PARENTING,4.5,1025,17.0,100000.0,Free,0.0,Everyone,4.0
2861,Baby Panda Musical Genius,PARENTING,4.0,3346,37.0,1000000.0,Free,0.0,Everyone,8.0
2862,Baby Monitor,PARENTING,4.4,5343,5.2,1000000.0,Free,0.0,Everyone,4.0
2863,Daniel Tiger for Parents,PARENTING,4.7,247,28.0,100000.0,Free,0.0,Everyone,1.0
2865,Vegetable Fun,PARENTING,3.9,3182,46.0,1000000.0,Free,0.0,Everyone,8.0
2866,It's open.,PARENTING,4.4,1528,16.0,100000.0,Free,0.0,Everyone,4.0
2867,Children's Stories 2018 - The Lion Come Lion,PARENTING,4.4,39,18.0,10000.0,Free,0.0,Everyone,1.0
2868,Feed Baby - Baby Tracker,PARENTING,4.5,76795,18.0,1000000.0,Free,0.0,Everyone,4.0
2870,Weather forecast,WEATHER,4.8,159455,10.0,1000000.0,Free,0.0,Everyone,4.0
2872,Live Weather Pro,WEATHER,4.8,892,17.0,10000.0,Free,0.0,Everyone,4.0
2874,weather - weather forecast,WEATHER,4.7,11118,9.7,1000000.0,Free,0.0,Everyone,4.0
2877,Free live weather on screen,WEATHER,4.4,15370,21.0,1000000.0,Free,0.0,Everyone,4.0
2878,Weather Radar Widget,WEATHER,4.3,18194,3.2,1000000.0,Free,0.0,Everyone,3.0
2879,Weather –Simple weather forecast,WEATHER,4.4,40606,15.0,10000000.0,Free,0.0,Everyone,5.0
2880,Weather Crave,WEATHER,4.2,133338,44.0,5000000.0,Free,0.0,Everyone,4.0
2881,Klara weather,WEATHER,4.6,36900,4.8,500000.0,Free,0.0,Everyone,4.0
2883,Real time Weather Forecast,WEATHER,4.4,4184,10.0,1000000.0,Free,0.0,Everyone,5.0
2884,METEO FRANCE,WEATHER,3.9,100994,54.0,5000000.0,Free,0.0,Everyone,4.0
2885,APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,5000000.0,Free,0.0,Everyone,5.0
2886,Live Weather & Daily Local Weather Forecast,WEATHER,4.5,13426,19.0,1000000.0,Free,0.0,Everyone,4.0
2887,Weather,WEATHER,4.2,18773,12.0,10000000.0,Free,0.0,Everyone,4.0
2891,Klart.se - Sweden's best weather,WEATHER,3.6,7623,19.0,1000000.0,Free,0.0,Everyone,4.0
2893,Info BMKG,WEATHER,4.3,21404,7.6,1000000.0,Free,0.0,Everyone,4.0
2895,wetter.com - Weather and Radar,WEATHER,4.2,189313,38.0,10000000.0,Free,0.0,Everyone,4.0
2898,Local Weather Forecast & Visual Widget,WEATHER,4.5,3478,6.1,500000.0,Free,0.0,Everyone,4.0
2899,Wetter by t-online.de,WEATHER,4.2,24349,9.2,1000000.0,Free,0.0,Everyone,4.0
2901,Weather Live Pro,WEATHER,4.8,17493,11.0,100000.0,Paid,4.49,Everyone,4.0
2902,AEMET's time,WEATHER,3.8,15966,9.2,1000000.0,Free,0.0,Everyone,2.0
2903,New 2018 Weather App & Widget,WEATHER,4.5,2332,20.0,500000.0,Free,0.0,Teen,4.0
2904,Météociel,WEATHER,4.5,29344,22.0,500000.0,Free,0.0,Everyone,4.0
2907,ForecaWeather,WEATHER,4.2,18425,5.3,1000000.0,Free,0.0,Everyone,4.0
2909,All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6,1000000.0,Free,0.0,Everyone,4.0
2910,Video Downloader,VIDEO_PLAYERS,4.2,59089,5.4,10000000.0,Free,0.0,Everyone,4.0
2911,HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,1000000.0,Free,0.0,Everyone,4.0
2912,Iqiyi (for tablet),VIDEO_PLAYERS,3.6,12764,25.0,1000000.0,Free,0.0,Teen,4.0
2915,Motorola Gallery,VIDEO_PLAYERS,3.9,121916,23.0,100000000.0,Free,0.0,Everyone,4.0
2916,Free TV series,VIDEO_PLAYERS,3.7,400,7.2,100000.0,Free,0.0,Teen,4.0
2917,Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930,3.3,500000.0,Free,0.0,Everyone,4.0
2920,Vote for,VIDEO_PLAYERS,4.2,193381,17.0,50000000.0,Free,0.0,Teen,4.0
2921,XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624,6.0,1000000.0,Free,0.0,Everyone,4.0
2922,OBJECTIVE,VIDEO_PLAYERS,3.8,19738,33.0,1000000.0,Free,0.0,Teen,4.0
2923,Music - Mp3 Player,VIDEO_PLAYERS,4.4,259605,3.1,10000000.0,Free,0.0,Everyone,4.0
2924,HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,1000000.0,Free,0.0,Everyone,4.0
2925,"YouCut - Video Editor & Video Maker, No Watermark",VIDEO_PLAYERS,4.6,98819,27.0,5000000.0,Free,0.0,Everyone,4.0
2926,"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,44.0,1000000.0,Free,0.0,Everyone,4.0
2928,video player for android,VIDEO_PLAYERS,4.5,351168,13.0,10000000.0,Free,0.0,Everyone,2.0
2931,HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0,10000000.0,Free,0.0,Everyone,5.0
2934,Samsung Video Library,VIDEO_PLAYERS,4.4,25922,6.1,50000000.0,Free,0.0,Everyone,7.0
2935,OnePlus Gallery,VIDEO_PLAYERS,3.8,5555,64.0,1000000.0,Free,0.0,Everyone,7.0
2936,LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,47.0,50000000.0,Free,0.0,Teen,4.0
2938,Play Tube,VIDEO_PLAYERS,4.3,15874,5.4,1000000.0,Free,0.0,Everyone,4.0
2942,Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969,27.0,1000000.0,Free,0.0,Everyone,4.0
2944,"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,714665,50.0,10000000.0,Free,0.0,Everyone,4.0
2947,Video Status,VIDEO_PLAYERS,4.3,6685,4.0,1000000.0,Free,0.0,Everyone,4.0
2951,Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205,44.0,1000000.0,Free,0.0,Teen,3.0
2952,Casper Ssinema,VIDEO_PLAYERS,3.3,1261,2.5,10000.0,Free,0.0,Everyone,2.0
2953,amazer - Global Kpop Video Community,VIDEO_PLAYERS,4.3,1215,23.0,100000.0,Free,0.0,Everyone 10+,4.0
2954,"Omlet Arcade - Stream, Meet, Play",VIDEO_PLAYERS,4.4,169965,14.0,10000000.0,Free,0.0,Teen,4.0
2955,VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,89.0,1000000.0,Free,0.0,Everyone,4.0
2958,BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624,16.0,1000000.0,Free,0.0,Everyone 10+,4.0
2959,daily News,NEWS_AND_MAGAZINES,4.5,26411,26.0,1000000.0,Free,0.0,Everyone,4.0
2961,"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11.0,1000000.0,Free,0.0,Teen,4.0
2964,Wireless news,NEWS_AND_MAGAZINES,3.5,6066,56.0,1000000.0,Free,0.0,Everyone,4.0
2965,CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000.0,Free,0.0,Everyone 10+,4.0
2967,BaBe - Read News,NEWS_AND_MAGAZINES,4.3,355921,17.0,10000000.0,Free,0.0,Teen,4.0
2968,Nigeria News NAIJ.com,NEWS_AND_MAGAZINES,4.3,37882,9.1,1000000.0,Free,0.0,Teen,4.0
2969,detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,4.1,190888,11.0,10000000.0,Free,0.0,Teen,4.0
2971,BaBe Lite - Read Quota Saving News,NEWS_AND_MAGAZINES,4.5,9548,15.0,1000000.0,Free,0.0,Everyone,4.0
2972,ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000.0,Free,0.0,Everyone,4.0
2973,Bengali Newspaper - The first L.,NEWS_AND_MAGAZINES,4.0,11908,5.5,1000000.0,Free,0.0,Everyone,4.0
2974,"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,185058,6.7,10000000.0,Free,0.0,Teen,4.0
2976,BBC Persian | BBC Farsi News,NEWS_AND_MAGAZINES,4.3,978,2.9,100000.0,Free,0.0,Everyone,4.0
2977,Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000.0,Free,0.0,Teen,4.0
2978,Opera News - Trending news and videos,NEWS_AND_MAGAZINES,4.5,51684,8.5,10000000.0,Free,0.0,Teen,4.0
2979,"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,25.0,10000000.0,Free,0.0,Mature 17+,4.0
2981,"Pulse Nabd - World News, Urgent",NEWS_AND_MAGAZINES,4.5,357944,12.0,10000000.0,Free,0.0,Everyone,4.0
2982,Asahi Shimbun Digital,NEWS_AND_MAGAZINES,3.1,735,6.3,500000.0,Free,0.0,Everyone,4.0
2983,"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000.0,Free,0.0,Everyone,4.0
2985,Sky News,NEWS_AND_MAGAZINES,4.0,30287,19.0,1000000.0,Free,0.0,Everyone 10+,4.0
2986,Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31.0,1000000.0,Free,0.0,Everyone 10+,5.0
2988,"Vietnam Today - Read online newspapers, the hottest news 24h",NEWS_AND_MAGAZINES,4.2,21147,9.0,5000000.0,Free,0.0,Teen,4.0
2989,Apple Daily Apple News,NEWS_AND_MAGAZINES,3.4,41490,25.0,5000000.0,Free,0.0,Teen,4.0
2990,"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4.6,50000.0,Free,0.0,Everyone,4.0
2991,РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8.0,1000000.0,Free,0.0,Everyone,4.0
2992,Tencent News,NEWS_AND_MAGAZINES,4.0,7006,23.0,1000000.0,Free,0.0,Everyone,4.0
2993,ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000.0,Free,0.0,Everyone,4.0
2994,Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,8.7,1000000.0,Free,0.0,Everyone,4.0
2997,Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12.0,1000000.0,Free,0.0,Everyone,4.0
2999,Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10.0,5000000.0,Free,0.0,Teen,4.0
3001,Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19.0,1000000.0,Free,0.0,Teen,4.0
3002,Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6.6,500000.0,Free,0.0,Teen,4.0
3004,Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14.0,10000.0,Free,0.0,Everyone,4.0
3005,"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8.6,1000000.0,Free,0.0,Everyone,4.0
3006,"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000.0,Free,0.0,Teen,4.0
3008,LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10.0,100000.0,Free,0.0,Everyone,4.0
3012,World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7.5,1000000.0,Free,0.0,Mature 17+,4.0
3013,The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36.0,1000000.0,Free,0.0,Everyone 10+,4.0
3014,Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000.0,Free,0.0,Everyone 10+,4.0
3015,The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22.0,5000000.0,Free,0.0,Teen,4.0
3016,NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23.0,10000000.0,Free,0.0,Everyone 10+,4.0
3019,RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14.0,1000000.0,Free,0.0,Teen,4.0
3021,Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25.0,1000000.0,Free,0.0,Everyone 10+,4.0
3022,Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000.0,Free,0.0,Everyone,4.0
3024,ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000.0,Free,0.0,Everyone 10+,5.0
3026,Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8.6,500000.0,Free,0.0,Mature 17+,4.0
3027,AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000.0,Free,0.0,Everyone 10+,4.0
3028,HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12.0,1000000.0,Free,0.0,Everyone 10+,4.0
3029,News Republic,NEWS_AND_MAGAZINES,4.3,479594,18.0,10000000.0,Free,0.0,Teen,4.0
3031,SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3.1,10000000.0,Free,0.0,Everyone,2.0
3033,AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000.0,Free,0.0,Everyone 10+,4.0
3034,CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000.0,Free,0.0,Everyone 10+,4.0
3035,NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8,1000000.0,Free,0.0,Teen,5.0
3037,Pocket,NEWS_AND_MAGAZINES,4.5,256680,12.0,10000000.0,Free,0.0,Everyone,4.0
3043,"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,22.0,10000000.0,Free,0.0,Everyone,4.0
3046,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43.0,1000000.0,Free,0.0,Everyone,4.0
3048,GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,33.0,50000000.0,Free,0.0,Everyone,4.0
3049,Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32.0,500000.0,Free,0.0,Everyone,4.0
3051,Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000.0,Free,0.0,Everyone,5.0
3052,Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0,1000000.0,Free,0.0,Everyone,4.0
3054,Compass,MAPS_AND_NAVIGATION,4.3,286454,3.7,10000000.0,Free,0.0,Everyone,2.0
3056,Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3.4,100000.0,Free,0.0,Everyone,4.0
3060,Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48.0,5000000.0,Free,0.0,Everyone,4.0
3061,Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000.0,Free,0.0,Everyone,4.0
3062,Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60.0,1000000.0,Free,0.0,Everyone,5.0
3063,Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60.0,1000000.0,Free,0.0,Everyone,4.0
3064,Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5.6,1000000.0,Free,0.0,Everyone,4.0
3066,Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2,100000.0,Free,0.0,Everyone,4.0
3067,Snapp,MAPS_AND_NAVIGATION,4.5,37937,25.0,1000000.0,Free,0.0,Everyone,4.0
3068,GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000.0,Free,0.0,Everyone,4.0
3069,GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000.0,Free,0.0,Everyone,4.0
3070,Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49.0,1000000.0,Free,0.0,Everyone,4.0
3071,Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6,1000000.0,Free,0.0,Everyone,4.0
3072,Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48.0,5000000.0,Free,0.0,Everyone,4.0
3074,"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000.0,Free,0.0,Everyone,4.0
3075,Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18.0,5000000.0,Free,0.0,Everyone,4.0
3076,GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2,1000000.0,Free,0.0,Everyone,4.0
3077,Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,11.0,5000000.0,Free,0.0,Everyone,4.0
3078,FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000.0,Free,0.0,Everyone,4.0
3079,ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24.0,1000000.0,Free,0.0,Everyone,4.0
3080,Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,26.0,10000000.0,Free,0.0,Everyone,4.0
3081,Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14.0,100000.0,Free,0.0,Everyone,4.0
3084,hum app,MAPS_AND_NAVIGATION,4.4,10218,78.0,1000000.0,Free,0.0,Everyone,4.0
3087,National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0,1000000.0,Free,0.0,Everyone,4.0
3088,ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9.2,1000000.0,Free,0.0,Everyone,4.0
3090,aa,FAMILY,4.2,886418,6.5,50000000.0,Free,0.0,Everyone,4.0
3091,A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000.0,Free,0.0,Everyone,4.0
3092,Rope Hero Return of a Legend,GAME,4.3,9951,96.0,1000000.0,Free,0.0,Mature 17+,2.0
3093,A Word A Day,FAMILY,3.7,2398,2.9,500000.0,Free,0.0,Everyone,4.0
3094,Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24.0,10000000.0,Free,0.0,Everyone,4.0
3095,Akinator,FAMILY,4.3,1805398,55.0,50000000.0,Free,0.0,Teen,4.0
3096,Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000.0,Free,0.0,Teen,4.0
3097,Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000.0,Free,0.0,Everyone,4.0
3098,A+ Mobile,FINANCE,3.9,730,6.3,10000.0,Free,0.0,Everyone,4.0
3099,Build a Bridge!,FAMILY,4.6,263454,74.0,10000000.0,Free,0.0,Everyone,4.0
3101,Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000.0,Free,0.0,Everyone,4.0
3102,CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14.0,10000.0,Free,0.0,Everyone,4.0
3103,Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000.0,Free,0.0,Everyone,4.0
3104,Create A Superhero HD,FAMILY,3.3,8642,19.0,500000.0,Free,0.0,Teen,2.0
3107,Super Mario Run,GAME,3.7,1221896,70.0,100000000.0,Free,0.0,Everyone,4.0
3108,STARDOM: THE A-LIST,GAME,4.5,152658,29.0,1000000.0,Free,0.0,Teen,2.0
3109,LokLok: Draw on a Lock Screen,COMMUNICATION,4.1,14766,16.0,500000.0,Free,0.0,Teen,4.0
3111,Photo Warp,FAMILY,3.7,353342,13.0,50000000.0,Free,0.0,Everyone,4.0
3112,CompTIA Exam Training,FAMILY,4.8,3053,17.0,50000.0,Free,0.0,Everyone,4.0
3115,Asphalt 8: Airborne,GAME,4.5,8389714,92.0,100000000.0,Free,0.0,Teen,4.0
3116,Basketball Stars,SPORTS,4.4,867920,45.0,10000000.0,Free,0.0,Everyone,4.0
3117,Lep's World 2 🍀🍀,GAME,4.3,798522,57.0,100000000.0,Free,0.0,Everyone 10+,4.0
3118,Wolfify - Be a Werewolf,FAMILY,3.8,6760,26.0,500000.0,Free,0.0,Everyone,3.0
3119,Law of Creation: A Playable Manga,GAME,4.5,13118,47.0,500000.0,Free,0.0,Teen,4.0
3120,Real City Car Driver,GAME,3.7,413609,22.0,10000000.0,Free,0.0,Mature 17+,4.0
3121,Rolling Sky,GAME,4.5,1117212,50.0,50000000.0,Free,0.0,Everyone,4.0
3122,Gymnastics Superstar - Spin your way to gold!,FAMILY,4.6,305765,34.0,10000000.0,Free,0.0,Everyone,4.0
3124,SuperCity: Build a Story,FAMILY,4.4,98324,70.0,1000000.0,Free,0.0,Everyone,4.0
3125,4 in a row,GAME,4.3,47698,4.1,5000000.0,Free,0.0,Everyone,1.0
3126,Four In A Line Free,GAME,4.3,133195,11.0,5000000.0,Free,0.0,Everyone,4.0
3127,Like A Boss,FAMILY,4.4,17069,94.0,500000.0,Free,0.0,Everyone 10+,5.0
3128,AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,10000000.0,Free,0.0,Everyone,4.0
3129,Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56.0,500000.0,Free,0.0,Everyone 10+,4.0
3130,Dragon Sim Online: Be A Dragon,FAMILY,4.6,111741,66.0,5000000.0,Free,0.0,Teen,4.0
3131,Fortune City - A Finance App,FINANCE,4.6,49275,91.0,500000.0,Free,0.0,Everyone,4.0
3132,Draw A Stickman,GAME,3.4,29265,17.0,1000000.0,Free,0.0,Everyone,4.0
3133,Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000.0,Free,0.0,Everyone,3.0
3135,Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81.0,5000000.0,Free,0.0,Everyone 10+,4.0
3136,Four In A Line,GAME,3.8,22191,3.0,1000000.0,Free,0.0,Everyone,2.0
3137,Tik Tok - including musical.ly,SOCIAL,4.4,5637451,59.0,100000000.0,Free,0.0,Teen,4.0
3138,Disney Magic Timer by Oral-B,FAMILY,3.9,31061,83.0,1000000.0,Free,0.0,Everyone,4.0
3139,B-Messenger Video Chat,SOCIAL,4.1,12495,19.0,1000000.0,Free,0.0,Mature 17+,2.0
3140,Bestie - Camera360 Selfie,PHOTOGRAPHY,4.5,512996,23.0,10000000.0,Free,0.0,Everyone,4.0
3141,B,FINANCE,3.7,800,32.0,50000.0,Free,0.0,Everyone,4.0
3142,BIGO LIVE - Live Stream,SOCIAL,4.4,2349421,39.0,100000000.0,Free,0.0,Teen,4.0
3143,B-BLE(BLE4.0 Scan),TOOLS,3.8,159,7.5,10000.0,Free,0.0,Everyone,5.0
3144,Cardi B Piano Game,GAME,3.1,50,7.4,10000.0,Free,0.0,Everyone,4.0
3145,ADS-B Driver,TOOLS,5.0,2,6.3,100.0,Paid,1.99,Everyone,4.0
3146,MORTAL KOMBAT X,GAME,4.4,3039889,18.0,10000000.0,Free,0.0,Mature 17+,4.0
3149,B.GOOD,FOOD_AND_DRINK,2.9,155,20.0,10000.0,Free,0.0,Everyone,4.0
3151,Oral-B App,HEALTH_AND_FITNESS,3.3,14210,96.0,1000000.0,Free,0.0,Everyone,5.0
3152,Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,35.0,5000.0,Paid,1.99,Everyone,2.0
3153,Next Launcher 3D Theme Hit-B,PERSONALIZATION,4.4,83,8.6,1000.0,Paid,1.7,Everyone,2.0
3154,Pixel Gun 3D: Survival shooter & Battle Royale,GAME,4.5,4487182,55.0,50000000.0,Free,0.0,Teen,4.0
3155,B-52 Spirits of Glory Deluxe,GAME,4.3,12,29.0,100.0,Paid,0.99,Everyone,2.0
3156,Servers Ultimate Pack B,TOOLS,4.3,668,13.0,50000.0,Free,0.0,Everyone,2.0
3157,Air Transat CinePlus B,TRAVEL_AND_LOCAL,2.2,83,6.7,50000.0,Free,0.0,Everyone,4.0
3159,Hay Day,FAMILY,4.5,10053186,94.0,100000000.0,Free,0.0,Everyone,4.0
3160,B-Grade Renegade,GAME,3.9,24,64.0,1000.0,Paid,1.99,Teen,3.0
3161,CARDI B WALLPAPERS,PERSONALIZATION,4.1,8,4.5,1000.0,Free,0.0,Everyone,4.0
3162,Plan B,MAPS_AND_NAVIGATION,3.3,19,6.0,5000.0,Free,0.0,Everyone,4.0
3164,B Tiff Viewer,PHOTOGRAPHY,4.1,283,7.4,100000.0,Free,0.0,Everyone,4.0
3165,Cardi B Wallpaper,ART_AND_DESIGN,4.8,253,3.7,50000.0,Free,0.0,Everyone,4.0
3166,A & B Taxi,MAPS_AND_NAVIGATION,4.1,41,25.0,1000.0,Free,0.0,Everyone,4.0
3167,Cardi B HD Wallpapers Lock Screen,PERSONALIZATION,4.5,2,10.0,500.0,Free,0.0,Mature 17+,4.0
3169,Learn C [NEW],FAMILY,4.5,349,11.0,50000.0,Free,0.0,Everyone,4.0
3170,Mobile C [ C/C++ Compiler ],FAMILY,4.3,4624,78.0,100000.0,Free,0.0,Everyone,4.0
